Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,DS,G,A,SG,FS,FF,FD,FT,DE,DP,GC,CV,CA,PP,GS,FC,I,PS,PC,PI,Year,Round
Marinho (ATA),,2571,23,1042,0,0,22.0,15.0,6.0,,106.0,30.0,24.0,3.0,,,,,4.0,,,31.0,19.0,,,141.0,2020,31
Vina (MEI),,1457,23,703,2540,431,11.0,11.0,8.0,,20.0,28.0,23.0,1.0,,,,,3.0,1.0,,16.0,4.0,,,201.0,2020,31
Claudinho (ATA),,1802,27,668,2320,119,42.0,13.0,4.0,,40.0,26.0,21.0,,,,,,4.0,1.0,,24.0,4.0,,,257.0,2020,31
Keno (ATA),,1373,26,663,340,-33,44.0,10.0,5.0,,44.0,30.0,26.0,4.0,,,,,4.0,1.0,,33.0,23.0,,,257.0,2020,31
Luciano (ATA),,1093,21,640,1100,158,26.0,12.0,1.0,,36.0,11.0,6.0,1.0,,,,,3.0,,,24.0,5.0,,,92.0,2020,31
Arrascaeta (MEI),,1701,19,631,190,-187,30.0,6.0,4.0,,26.0,15.0,14.0,2.0,,,,,,,,13.0,,,,192.0,2020,31
Pepê (ATA),,1372,24,607,60,-9,32.0,8.0,4.0,,49.0,15.0,8.0,1.0,,,,,1.0,,,10.0,4.0,,,105.0,2020,31
Yuri Alberto (ATA),,893,16,585,3150,393,6.0,10.0,1.0,,15.0,11.0,11.0,,,,,,3.0,,,31.0,4.0,,,33.0,2020,31
Jemerson (ZAG),,689,2,565,660,35,2.0,,,2.0,,1.0,,,,,,,,,,2.0,,,,5.0,2020,31
Raul (MEI),,968,22,541,650,6,94.0,2.0,2.0,,55.0,6.0,1.0,,,,,,1.0,,,38.0,1.0,,,128.0,2020,31
Patrick (MEI),,1341,27,539,960,23,69.0,4.0,4.0,,62.0,14.0,7.0,3.0,,,,,1.0,,,37.0,2.0,,,135.0,2020,31
Calegari (LAT),,578,14,530,370,-59,56.0,,,3.0,39.0,4.0,2.0,1.0,,,,,2.0,,,19.0,1.0,,,110.0,2020,31
Gabriel (ATA),,1182,17,524,230,-114,6.0,8.0,,,17.0,20.0,15.0,1.0,,,,1.0,2.0,,,5.0,13.0,,,83.0,2020,31
Fábio Santos (LAT),,717,12,523,580,0,23.0,1.0,,8.0,6.0,2.0,,,,,,,,,,10.0,,,,79.0,2020,31
Guilherme Arana (LAT),,1636,27,518,250,-43,45.0,3.0,6.0,9.0,29.0,17.0,16.0,,,,,,3.0,,,33.0,1.0,,,289.0,2020,31
Hyoran (MEI),,1247,20,509,680,-99,23.0,7.0,2.0,,26.0,15.0,10.0,2.0,,,,,2.0,,,26.0,2.0,,,121.0,2020,31
Cano (ATA),,1268,25,508,40,-76,11.0,11.0,1.0,,18.0,15.0,18.0,1.0,,,,,,,,22.0,11.0,,,57.0,2020,31
Kuscevic (ZAG),,646,4,508,290,-27,9.0,,,2.0,5.0,,1.0,1.0,,,,,1.0,,,4.0,,,,14.0,2020,31
Gustavo Morínigo (TEC),,901,3,508,459,24,,,,,,,,,,,,,,,,,,,,,2020,31
Reinaldo (LAT),,1434,24,491,690,26,47.0,4.0,5.0,6.0,28.0,9.0,10.0,,,,,,3.0,,,27.0,,,,300.0,2020,31
Baralhas (MEI),,460,1,490,0,0,5.0,,,,,1.0,,,,,,,,,,1.0,,,,4.0,2020,31
Jean (GOL),,1148,28,488,1270,124,1.0,2.0,,7.0,8.0,1.0,1.0,,,1.0,,,1.0,,33.0,1.0,,,,240.0,2020,31
Viña (LAT),,838,18,488,20,-143,55.0,,2.0,7.0,22.0,8.0,2.0,,,,,,3.0,,,22.0,2.0,,,137.0,2020,31
Brenner (ATA),,610,22,487,-190,-58,12.0,8.0,1.0,,32.0,17.0,16.0,1.0,,,,,5.0,,,17.0,6.0,,,41.0,2020,31
Fernando Sobral (MEI),,1422,28,484,1200,130,99.0,2.0,3.0,,44.0,19.0,10.0,1.0,,,,,2.0,,,46.0,6.0,,,166.0,2020,31
Renato Kayzer (ATA),,721,24,471,-10,-164,15.0,10.0,1.0,,38.0,19.0,15.0,2.0,,,,,3.0,,,43.0,17.0,,,87.0,2020,31
Abel Ferreira (TEC),,1208,10,471,170,-78,,,,,,,,,,,,,,,,,,,,,2020,31
Thiago Andrade (ATA),,271,3,467,1050,134,5.0,1.0,,,4.0,4.0,,,,,,,1.0,,,3.0,,,,7.0,2020,31
Vargas (ATA),,955,7,464,340,-97,7.0,1.0,1.0,,8.0,8.0,5.0,2.0,,,,,1.0,,,3.0,6.0,,,34.0,2020,31
Vitinho (ATA),,1283,7,461,140,-22,5.0,2.0,1.0,,16.0,3.0,5.0,1.0,,,,,1.0,,,15.0,1.0,,,31.0,2020,31
Alisson (MEI),,959,17,456,-310,-75,20.0,1.0,4.0,,46.0,19.0,15.0,1.0,,,,,2.0,,,19.0,4.0,,,143.0,2020,31
Egídio (LAT),,1011,14,452,880,51,56.0,,4.0,1.0,12.0,1.0,5.0,,,,,,1.0,,,17.0,1.0,,,195.0,2020,31
Jorge Sampaoli (TEC),,1368,27,441,235,-55,,,,,,,,,,,,,,,,,,,,,2020,31
Guga (LAT),,1310,24,438,350,44,60.0,1.0,1.0,9.0,29.0,6.0,2.0,1.0,,,,,2.0,,,28.0,,,,196.0,2020,31
Léo Chú (ATA),,389,14,437,450,25,28.0,1.0,5.0,,15.0,9.0,4.0,,,,,,2.0,,,11.0,7.0,,,62.0,2020,31
Everton Ribeiro (MEI),,900,25,435,330,8,38.0,6.0,2.0,,50.0,17.0,10.0,1.0,,,,,4.0,,,26.0,1.0,,,195.0,2020,31
Luiz Adriano (ATA),,1070,18,432,190,-74,11.0,8.0,1.0,,17.0,6.0,5.0,,,,,,2.0,1.0,,17.0,1.0,,,45.0,2020,31
Cazares (MEI),,1033,10,428,770,-33,9.0,1.0,4.0,,5.0,8.0,1.0,2.0,,,,,1.0,,,5.0,,,,59.0,2020,31
Felipe Jonatan (LAT),,1134,27,414,80,-71,88.0,2.0,1.0,4.0,31.0,16.0,4.0,,,,,,6.0,,,30.0,1.0,,,224.0,2020,31
Moisés (LAT),,1110,20,414,670,23,48.0,,4.0,9.0,9.0,6.0,2.0,1.0,,,,,1.0,,,43.0,2.0,,,201.0,2020,31
Abel Braga (TEC),,1171,11,411,706,48,,,,,,,,,,,,,,,,,,,,,2020,31
Pedro Raul (ATA),,730,22,409,320,-138,11.0,6.0,1.0,,25.0,23.0,22.0,,,,,,1.0,,,34.0,4.0,,,103.0,2020,31
Diego Souza (ATA),,934,18,402,-10,-166,11.0,8.0,1.0,,17.0,15.0,6.0,,,,,1.0,3.0,1.0,,21.0,1.0,,,93.0,2020,31
Guto Ferreira (TEC),,1030,30,397,829,85,,,,,,,,,,,,,,,,,,,,,2020,31
Filipe Luís (LAT),,757,22,394,700,26,67.0,2.0,2.0,6.0,26.0,1.0,2.0,1.0,,,1.0,,6.0,,,35.0,1.0,,,206.0,2020,31
Matheus Bahia (LAT),,300,8,394,960,61,25.0,,1.0,1.0,12.0,2.0,3.0,,,,,,1.0,,,15.0,,,,52.0,2020,31
Fagner (LAT),,1153,19,393,640,-29,53.0,1.0,,7.0,16.0,6.0,7.0,,,,,1.0,2.0,,,22.0,2.0,,,217.0,2020,31
Vagner Mancini (TEC),,838,24,391,794,17,,,,,,,,,,,,,,,,,,,,,2020,31
Talles Magno (ATA),,1031,24,386,370,-3,38.0,3.0,2.0,,56.0,14.0,7.0,2.0,,,,1.0,3.0,,,20.0,4.0,,,97.0,2020,31
Neilton (ATA),,744,19,385,910,-68,35.0,1.0,4.0,,30.0,8.0,7.0,1.0,,,,,2.0,,,21.0,1.0,,,78.0,2020,31
12345,12345.0,12345,12345,12345,12345,12345,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,2020,31
Vina (MEI),,1221,24,707,810,-236,11.0,12.0,8.0,,20.0,29.0,23.0,1.0,,,,,3.0,1.0,,16.0,4.0,,,208.0,2020,32
Claudinho (ATA),,1710,28,695,1430,-92,43.0,14.0,5.0,,43.0,26.0,21.0,,,,,,4.0,1.0,,24.0,4.0,,,269.0,2020,32
Keno (ATA),,1386,27,651,330,13,46.0,10.0,5.0,,49.0,30.0,26.0,4.0,,,,,4.0,1.0,,34.0,23.0,,,264.0,2020,32
Luciano (ATA),,1046,22,640,650,-47,26.0,13.0,1.0,,38.0,13.0,6.0,1.0,,,,,4.0,,,26.0,6.0,,,98.0,2020,32
Arrascaeta (MEI),,1774,20,626,530,73,30.0,6.0,5.0,,30.0,15.0,14.0,2.0,,,,,,,,13.0,,,,209.0,2020,32
Pepê (ATA),,1413,25,593,250,41,35.0,8.0,4.0,,50.0,15.0,8.0,1.0,,,,,1.0,,,11.0,4.0,,,110.0,2020,32
Yuri Alberto (ATA),,495,17,576,440,-398,7.0,10.0,1.0,,15.0,12.0,12.0,1.0,,,,,3.0,,,34.0,4.0,,,34.0,2020,32
Cano (ATA),,1567,26,553,1690,299,12.0,13.0,1.0,,18.0,16.0,18.0,1.0,,,,,,,,23.0,11.0,,,61.0,2020,32
Jean (GOL),,1370,29,551,2320,222,1.0,3.0,,8.0,8.0,1.0,1.0,,,2.0,,,1.0,,33.0,1.0,,,,248.0,2020,32
Hyoran (MEI),,1351,21,539,1140,104,25.0,8.0,3.0,,30.0,16.0,11.0,2.0,,,,,2.0,1.0,,30.0,2.0,,,137.0,2020,32
Raul (MEI),,941,23,534,380,-27,97.0,2.0,2.0,,59.0,6.0,1.0,,,,,,1.0,,,39.0,1.0,,,135.0,2020,32
Calegari (LAT),,620,15,531,540,42,56.0,,,4.0,41.0,5.0,2.0,1.0,,,,,2.0,,,20.0,1.0,,,119.0,2020,32
Patrick (MEI),,1194,28,518,-40,-147,70.0,4.0,4.0,,63.0,14.0,7.0,3.0,,,,,1.0,,,39.0,2.0,,,144.0,2020,32
Gabriel (ATA),,1188,18,506,200,6,7.0,8.0,,,17.0,20.0,16.0,1.0,,,,1.0,2.0,,,5.0,13.0,,,85.0,2020,32
Guilherme Arana (LAT),,1600,28,498,-30,-36,45.0,3.0,6.0,9.0,30.0,17.0,16.0,,,,,,3.0,,,34.0,1.0,,,292.0,2020,32
Bruno Henrique (ATA),,1190,23,490,0,0,29.0,6.0,5.0,,57.0,20.0,13.0,3.0,,,,,9.0,1.0,,39.0,7.0,,,132.0,2020,32
Renato Kayzer (ATA),,888,25,489,910,167,15.0,11.0,1.0,,39.0,19.0,17.0,2.0,,,,,3.0,,,43.0,20.0,,,90.0,2020,32
Thiago Andrade (ATA),,209,4,488,550,-62,7.0,1.0,,,8.0,6.0,,,,,,,1.0,,,3.0,,,,8.0,2020,32
Fernando Sobral (MEI),,1317,29,481,400,-105,103.0,2.0,3.0,,45.0,19.0,10.0,1.0,,,,,2.0,,,46.0,6.0,,,171.0,2020,32
Reinaldo (LAT),,1361,25,477,140,-73,49.0,4.0,5.0,6.0,30.0,9.0,10.0,,,,,,3.0,,,27.0,,,,316.0,2020,32
Egídio (LAT),,1024,15,475,800,13,61.0,,4.0,2.0,13.0,1.0,5.0,,,,,,1.0,,,19.0,1.0,,,210.0,2020,32
Brenner (ATA),,651,23,468,50,41,12.0,8.0,1.0,,32.0,18.0,16.0,1.0,,,,,5.0,,,17.0,6.0,,,44.0,2020,32
Nenê (MEI),,1215,23,446,40,10,21.0,8.0,1.0,,40.0,19.0,10.0,,,,,,2.0,1.0,,11.0,,,,215.0,2020,32
Jorge Sampaoli (TEC),,1401,28,438,352,33,,,,,,,,,,,,,,,,,,,,,2020,32
Alisson (MEI),,1032,18,437,120,73,21.0,1.0,4.0,,50.0,19.0,15.0,1.0,,,,,2.0,,,21.0,4.0,,,151.0,2020,32
Gustavo Morínigo (TEC),,879,4,434,212,-22,,,,,,,,,,,,,,,,,,,,,2020,32
Guga (LAT),,1311,25,431,270,1,64.0,1.0,1.0,9.0,30.0,6.0,2.0,1.0,,,,,2.0,,,29.0,,,,209.0,2020,32
Pereira (ZAG),,526,7,429,0,0,12.0,1.0,,3.0,5.0,1.0,1.0,,,,,,3.0,,,5.0,,,,10.0,2020,32
Everton Ribeiro (MEI),,868,26,421,80,-32,38.0,6.0,2.0,,54.0,17.0,10.0,1.0,,,,,4.0,,,27.0,1.0,,,202.0,2020,32
Matheus Bahia (LAT),,262,9,417,600,-38,31.0,,1.0,1.0,14.0,3.0,3.0,,,,,,1.0,,,15.0,1.0,,,65.0,2020,32
Diego Souza (ATA),,1052,19,414,630,118,13.0,8.0,2.0,,18.0,17.0,7.0,,,,,1.0,4.0,1.0,,22.0,2.0,,,103.0,2020,32
Robson (ATA),,947,28,409,0,0,31.0,8.0,1.0,,50.0,28.0,13.0,5.0,,,,1.0,6.0,,,51.0,15.0,,,132.0,2020,32
Vargas (ATA),,905,8,408,20,-50,8.0,1.0,1.0,,8.0,8.0,5.0,2.0,,,,,1.0,,,4.0,6.0,,,37.0,2020,32
Filipe Luís (LAT),,774,23,406,680,17,74.0,2.0,2.0,6.0,28.0,1.0,2.0,1.0,,,1.0,,6.0,,,36.0,1.0,,,213.0,2020,32
Abel Braga (TEC),,1126,12,403,310,-45,,,,,,,,,,,,,,,,,,,,,2020,32
Matheus Galdezani (MEI),,1001,21,402,-100,-44,61.0,1.0,1.0,,40.0,15.0,8.0,2.0,,,,,5.0,,,28.0,1.0,,,127.0,2020,32
Jean Pyerre (MEI),,1198,12,399,880,156,13.0,2.0,1.0,,10.0,15.0,4.0,1.0,,,,,,,,6.0,,,,80.0,2020,32
Léo Chú (ATA),,284,15,393,-220,-105,28.0,1.0,5.0,,16.0,9.0,5.0,,,,,,3.0,,,13.0,8.0,,,66.0,2020,32
Guto Ferreira (TEC),,944,31,391,203,-86,,,,,,,,,,,,,,,,,,,,,2020,32
Moisés (LAT),,974,21,384,-220,-136,51.0,,4.0,9.0,10.0,6.0,2.0,1.0,,,,,2.0,,,48.0,2.0,,,213.0,2020,32
Carlos Eduardo (ATA),,641,24,380,280,52,26.0,5.0,4.0,,31.0,9.0,5.0,,,,,,1.0,,,26.0,2.0,,,76.0,2020,32
Renato Gaúcho (TEC),,1237,29,380,283,44,,,,,,,,,,,,,,,,,,,,,2020,32
Marcelo Cabo (TEC),,992,11,380,688,48,,,,,,,,,,,,,,,,,,,,,2020,32
Gilberto (ATA),,864,22,375,330,92,13.0,5.0,1.0,,33.0,21.0,21.0,1.0,,,,,5.0,1.0,,26.0,6.0,,,67.0,2020,32
Artur (ATA),,1202,27,373,140,-113,34.0,1.0,5.0,,54.0,33.0,15.0,2.0,,,,,2.0,1.0,,19.0,5.0,,,239.0,2020,32
Benítez (MEI),,1002,19,371,900,113,46.0,1.0,2.0,,42.0,12.0,8.0,,,,,,3.0,,,20.0,2.0,,,169.0,2020,32
Rogério Ceni (TEC),,850,29,369,439,19,,,,,,,,,,,,,,,,,,,,,2020,32
Lima (MEI),,759,25,369,990,-46,39.0,6.0,2.0,,37.0,5.0,5.0,,,,,,5.0,,,26.0,4.0,,,82.0,2020,32
Talles Magno (ATA),,971,25,369,-50,-60,40.0,3.0,2.0,,58.0,14.0,7.0,2.0,,,,1.0,4.0,,,22.0,4.0,,,102.0,2020,32
Marcão (TEC),,955,6,369,625,75,,,,,,,,,,,,,,,,,,,,,2020,32
1234,1234.0,1234,1234,1234,1234,1234,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,2020,32
Marinho (ATA),,2622,24,1062,0,0,23.0,16.0,6.0,,113.0,33.0,26.0,3.0,,,,,4.0,,,31.0,21.0,,,153.0,2020,33
Vina (MEI),,1166,25,695,400,-55,11.0,12.0,8.0,,22.0,31.0,25.0,1.0,,,,,3.0,1.0,,16.0,4.0,,,218.0,2020,33
Claudinho (ATA),,1509,29,675,110,-201,43.0,14.0,5.0,,44.0,28.0,21.0,,,,,,4.0,1.0,,24.0,4.0,,,279.0,2020,33
Arrascaeta (MEI),,1819,21,630,720,45,33.0,6.0,6.0,,31.0,15.0,15.0,2.0,,,,,,,,15.0,,,,224.0,2020,33
Gabriel (ATA),,1428,19,560,1530,240,7.0,9.0,,,20.0,25.0,18.0,1.0,,,,1.0,2.0,,,5.0,13.0,,,91.0,2020,33
Hyoran (MEI),,1294,22,545,670,-57,26.0,8.0,4.0,,32.0,18.0,11.0,2.0,,,,,2.0,1.0,,32.0,2.0,,,146.0,2020,33
Yuri Alberto (ATA),,424,18,543,-20,-71,7.0,10.0,1.0,,15.0,13.0,12.0,1.0,,,,,3.0,,,35.0,4.0,,,39.0,2020,33
Raul (MEI),,997,24,539,650,56,102.0,2.0,2.0,,62.0,6.0,2.0,,,,,,1.0,,,39.0,1.0,,,147.0,2020,33
Cano (ATA),,1333,27,538,150,-234,12.0,13.0,1.0,,19.0,16.0,19.0,1.0,,,,,,,,23.0,11.0,,,63.0,2020,33
Jean (GOL),,1024,30,535,60,-346,1.0,3.0,,8.0,9.0,1.0,1.0,,,2.0,,,1.0,,34.0,1.0,,,,267.0,2020,33
Calegari (LAT),,640,16,534,580,20,57.0,,,5.0,43.0,5.0,2.0,1.0,,,,,2.0,,,21.0,1.0,,,126.0,2020,33
Patrick (MEI),,1370,29,533,960,176,71.0,5.0,4.0,,65.0,14.0,7.0,4.0,,,,,2.0,,,40.0,2.0,,,153.0,2020,33
Guilherme Arana (LAT),,1827,29,524,1260,227,45.0,4.0,6.0,10.0,31.0,17.0,17.0,,,,,,3.0,,,37.0,1.0,,,298.0,2020,33
Bruno Henrique (ATA),,1354,24,501,760,164,30.0,7.0,5.0,,58.0,21.0,13.0,3.0,,,,,9.0,1.0,,43.0,8.0,,,134.0,2020,33
Fábio Santos (LAT),,656,13,494,0,0,25.0,1.0,,8.0,7.0,2.0,,,,,,,,,,10.0,,,,90.0,2020,33
Nenê (MEI),,1488,24,493,1580,273,27.0,8.0,2.0,,42.0,20.0,11.0,1.0,,,,,2.0,1.0,,11.0,,,,227.0,2020,33
Egídio (LAT),,1003,16,482,580,-21,61.0,,5.0,3.0,13.0,1.0,5.0,,,,,,2.0,,,21.0,2.0,,,217.0,2020,33
Fernando Sobral (MEI),,1276,30,469,120,-41,105.0,2.0,3.0,,45.0,19.0,10.0,1.0,,,,,2.0,,,46.0,6.0,,,179.0,2020,33
Renato Kayzer (ATA),,721,26,464,-150,-167,16.0,11.0,1.0,,40.0,19.0,17.0,2.0,,,,,4.0,,,45.0,20.0,,,90.0,2020,33
Everton Ribeiro (MEI),,1073,27,451,1230,205,46.0,6.0,3.0,,56.0,17.0,10.0,1.0,,,,,4.0,,,29.0,1.0,,,209.0,2020,33
Guga (LAT),,1439,26,451,960,128,69.0,1.0,1.0,10.0,32.0,6.0,2.0,1.0,,,,,2.0,,,31.0,,,,213.0,2020,33
Thiago Andrade (ATA),,176,5,448,290,-33,10.0,1.0,,,9.0,6.0,,,,,,,1.0,,,3.0,,,,14.0,2020,33
Alisson (MEI),,1110,19,443,550,78,23.0,1.0,4.0,,56.0,21.0,16.0,1.0,,,,,2.0,,,24.0,4.0,,,159.0,2020,33
Jorge Sampaoli (TEC),,1446,29,442,568,45,,,,,,,,,,,,,,,,,,,,,2020,33
Marcão (TEC),,1037,7,436,837,82,,,,,,,,,,,,,,,,,,,,,2020,33
Vargas (ATA),,992,9,417,490,87,8.0,2.0,1.0,,10.0,9.0,5.0,2.0,,,,,1.0,1.0,,5.0,6.0,,,41.0,2020,33
Diego Souza (ATA),,1052,19,414,0,0,13.0,8.0,2.0,,18.0,17.0,7.0,,,,,1.0,4.0,1.0,,22.0,2.0,,,103.0,2020,33
Filipe Luís (LAT),,772,24,413,580,-2,77.0,2.0,2.0,7.0,28.0,1.0,2.0,1.0,,,1.0,,6.0,,,38.0,1.0,,,225.0,2020,33
Felipe Jonatan (LAT),,1179,28,410,0,0,88.0,2.0,1.0,4.0,33.0,17.0,6.0,,,,,,6.0,,,30.0,2.0,,,232.0,2020,33
Abel Braga (TEC),,1149,13,402,389,23,,,,,,,,,,,,,,,,,,,,,2020,33
Nino (ZAG),,848,22,400,1640,156,41.0,3.0,,5.0,35.0,4.0,,,,,,,3.0,,,17.0,,,,85.0,2020,33
Natanael (LAT),,616,15,398,1190,5,26.0,2.0,1.0,4.0,15.0,5.0,2.0,,,,,,1.0,,,11.0,2.0,,,128.0,2020,33
Vitinho (ATA),,1289,9,396,100,-21,7.0,2.0,1.0,,19.0,4.0,6.0,1.0,,,,,1.0,,,17.0,2.0,,,37.0,2020,33
Léo Chú (ATA),,384,16,392,380,100,32.0,1.0,5.0,,17.0,9.0,5.0,,,,,,3.0,,,14.0,8.0,,,68.0,2020,33
Léo Cittadini (MEI),,1282,25,387,580,112,59.0,4.0,,,42.0,19.0,11.0,,,,,,5.0,,,47.0,2.0,,,92.0,2020,33
Matheus Galdezani (MEI),,1023,22,386,40,22,62.0,1.0,1.0,,41.0,17.0,8.0,2.0,,,,,5.0,,,32.0,1.0,,,134.0,2020,33
Guto Ferreira (TEC),,955,32,386,241,11,,,,,,,,,,,,,,,,,,,,,2020,33
Rogério Ceni (TEC),,920,30,383,779,70,,,,,,,,,,,,,,,,,,,,,2020,33
Vagner Mancini (TEC),,740,25,380,0,0,,,,,,,,,,,,,,,,,,,,,2020,33
Martinelli (MEI),,478,7,379,2190,375,17.0,2.0,,,5.0,1.0,2.0,,,,,,2.0,,,10.0,,,,32.0,2020,33
Renato Gaúcho (TEC),,1236,30,375,243,-1,,,,,,,,,,,,,,,,,,,,,2020,33
Abner Vinícius (LAT),,1062,27,375,780,-75,48.0,2.0,2.0,11.0,12.0,9.0,6.0,,,,,,3.0,,,33.0,1.0,,,251.0,2020,33
Jean Pyerre (MEI),,1076,13,374,80,-122,13.0,2.0,2.0,,11.0,16.0,4.0,1.0,,,,,,1.0,,6.0,1.0,,,90.0,2020,33
Fagner (LAT),,1064,20,374,0,0,54.0,1.0,,7.0,18.0,6.0,8.0,,,,,1.0,2.0,,,24.0,2.0,,,237.0,2020,33
Marcelo Cabo (TEC),,942,12,373,295,-50,,,,,,,,,,,,,,,,,,,,,2020,33
Gustavo Morínigo (TEC),,861,5,373,129,-18,,,,,,,,,,,,,,,,,,,,,2020,33
Yago Pikachu (LAT),,865,21,370,560,-33,29.0,2.0,,7.0,30.0,7.0,4.0,2.0,,,,,5.0,,,20.0,3.0,,,125.0,2020,33
Isla (LAT),,1000,23,370,770,145,48.0,1.0,5.0,7.0,15.0,2.0,,,,,,,4.0,,,27.0,7.0,,,150.0,2020,33
Artur (ATA),,1218,28,368,220,16,34.0,1.0,5.0,,58.0,33.0,16.0,2.0,,,,,2.0,1.0,,19.0,5.0,,,249.0,2020,33
Gilberto (ATA),,845,23,367,180,-19,13.0,5.0,1.0,,35.0,24.0,22.0,1.0,,,,,6.0,1.0,,27.0,6.0,,,70.0,2020,33
1234,1234.0,1234,1234,1234,1234,1234,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,2020,33
Claudinho (ATA),,1722,30,700,1420,213,44.0,15.0,6.0,,46.0,30.0,21.0,,,,,,4.0,1.0,,26.0,5.0,,,288.0,2020,34
Vina (MEI),,1213,26,695,700,47,13.0,12.0,9.0,,23.0,32.0,25.0,1.0,,,,,3.0,1.0,,16.0,5.0,,,226.0,2020,34
Pepê (ATA),,1636,26,631,1590,223,37.0,9.0,5.0,,54.0,15.0,8.0,1.0,,,,,1.0,,,12.0,4.0,,,116.0,2020,34
Arrascaeta (MEI),,1768,22,623,470,-51,36.0,6.0,6.0,,31.0,16.0,17.0,2.0,,,,,,,,15.0,,,,239.0,2020,34
Luciano (ATA),,936,23,610,0,0,26.0,13.0,1.0,,38.0,14.0,6.0,1.0,,,,,4.0,,,28.0,6.0,,,101.0,2020,34
Gabriel (ATA),,1392,20,593,1230,-36,8.0,10.0,,,23.0,26.0,19.0,1.0,,,,1.0,2.0,,,5.0,13.0,,,93.0,2020,34
Calegari (LAT),,738,17,568,1110,98,63.0,,,6.0,45.0,5.0,2.0,1.0,,,,,2.0,,,22.0,1.0,,,130.0,2020,34
Jean (GOL),,1116,31,539,650,92,1.0,3.0,,8.0,9.0,1.0,1.0,,,2.0,,,1.0,,36.0,1.0,,,,282.0,2020,34
Raul (MEI),,975,25,538,510,-22,107.0,2.0,2.0,,63.0,6.0,2.0,,,,,,1.0,,,39.0,1.0,,,151.0,2020,34
Fábio Santos (LAT),,806,14,532,1020,150,27.0,2.0,,8.0,9.0,2.0,,,,,,,,,,11.0,,,,93.0,2020,34
Cano (ATA),,1311,28,522,100,-22,13.0,13.0,1.0,,21.0,17.0,20.0,1.0,,,,,,,,27.0,12.0,,,68.0,2020,34
Bruno Henrique (ATA),,1397,25,521,1000,43,31.0,8.0,5.0,,62.0,21.0,13.0,3.0,,,,,9.0,1.0,,44.0,8.0,,,139.0,2020,34
Patrick (MEI),,1230,30,520,140,-140,72.0,5.0,4.0,,68.0,14.0,7.0,4.0,,,,,2.0,,,41.0,2.0,,,159.0,2020,34
Hyoran (MEI),,1170,23,520,-30,-124,26.0,8.0,4.0,,32.0,20.0,12.0,2.0,,,,,2.0,1.0,,34.0,2.0,,,167.0,2020,34
Guilherme Arana (LAT),,1667,30,517,320,-160,47.0,4.0,6.0,10.0,34.0,19.0,17.0,,,,,,3.0,,,38.0,1.0,,,312.0,2020,34
Nenê (MEI),,1418,25,516,1080,-70,30.0,8.0,3.0,,45.0,21.0,12.0,1.0,,,,,2.0,1.0,,11.0,,,,234.0,2020,34
Egídio (LAT),,1072,17,511,970,69,66.0,,5.0,4.0,13.0,1.0,6.0,,,,,,2.0,,,21.0,2.0,,,232.0,2020,34
Yuri Alberto (ATA),,404,19,509,-100,-20,7.0,10.0,1.0,,19.0,13.0,12.0,1.0,,,,,3.0,,,40.0,4.0,,,44.0,2020,34
Reinaldo (LAT),,1482,26,490,0,0,49.0,5.0,5.0,6.0,33.0,9.0,10.0,,,,,,3.0,,,27.0,,,,330.0,2020,34
Marcão (TEC),,1063,8,481,797,26,,,,,,,,,,,,,,,,,,,,,2020,34
Everton Ribeiro (MEI),,1011,28,463,790,-62,49.0,6.0,4.0,,56.0,18.0,10.0,1.0,,,,,4.0,,,29.0,1.0,,,218.0,2020,34
Fernando Sobral (MEI),,1280,31,461,220,4,107.0,2.0,3.0,,47.0,19.0,10.0,1.0,,,,,2.0,,,46.0,6.0,,,187.0,2020,34
Renato Kayzer (ATA),,740,27,448,30,19,16.0,11.0,1.0,,40.0,20.0,17.0,2.0,,,,,4.0,,,46.0,20.0,,,90.0,2020,34
Jorge Sampaoli (TEC),,1355,30,430,83,-91,,,,,,,,,,,,,,,,,,,,,2020,34
Filipe Luís (LAT),,809,25,427,770,37,80.0,2.0,2.0,8.0,29.0,2.0,2.0,1.0,,,1.0,,6.0,,,39.0,1.0,,,236.0,2020,34
Jean Pyerre (MEI),,1208,14,412,900,132,13.0,3.0,2.0,,13.0,18.0,4.0,1.0,,,,,,1.0,,8.0,1.0,,,96.0,2020,34
Nino (ZAG),,699,23,410,640,-149,44.0,3.0,,6.0,37.0,4.0,,,,,,,4.0,,,18.0,,,,86.0,2020,34
Felipe Jonatan (LAT),,1157,29,403,210,-22,91.0,2.0,1.0,4.0,34.0,17.0,6.0,,,,,,6.0,,,31.0,2.0,,,241.0,2020,34
Natanael (LAT),,507,16,402,460,-109,32.0,2.0,1.0,4.0,15.0,5.0,2.0,,,,,,1.0,,,11.0,2.0,,,142.0,2020,34
