Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,DS,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PI,rodada,ano,RB,PE
Otero (MEI),Atlético-MG,9.45,10.0,4.43,10.5,0.89,,1.0,1.0,,29.0,13.0,12.0,,,,,,2.0,,,12.0,,,27,2019,4.0,13.0
Egídio (LAT),Cruzeiro,9.3,18.0,4.42,1.2,-1.42,,,1.0,6.0,16.0,7.0,7.0,,,,,,1.0,,,23.0,1.0,,27,2019,35.0,53.0
Everaldo (ATA),Chapecoense,16.46,24.0,4.42,6.4,1.42,,9.0,1.0,,40.0,32.0,23.0,,,,,,6.0,1.0,,57.0,2.0,,27,2019,13.0,60.0
João Ricardo (GOL),Chapecoense,5.86,4.0,4.42,5.0,0.29,,,,,,,,,10.0,,,,,,6.0,,,,27,2019,,1.0
Jorge Sampaoli (TEC),Santos,12.43,27.0,4.42,0.78,-0.44,,,,,,,,,,,,,,,,,,,27,2019,,
Roger Machado (TEC),Bahia,11.89,27.0,4.36,3.21,-0.35,,,,,,,,,,,,,,,,,,,27,2019,,
Fernando Miguel (GOL),Vasco,10.69,18.0,4.32,20.0,2.99,,,,7.0,2.0,,,,26.0,,,,1.0,,16.0,,,,27,2019,,7.0
Willian Arão (MEI),Flamengo,13.41,25.0,4.32,1.0,0.32,,2.0,5.0,,17.0,12.0,6.0,1.0,,,,,2.0,,,38.0,1.0,,27,2019,52.0,53.0
Alexandre Pato (ATA),São Paulo,9.03,17.0,4.31,2.0,0.63,,5.0,,,26.0,19.0,10.0,,,,,,1.0,,,19.0,11.0,,27,2019,13.0,32.0
Luan (MEI),Atlético-MG,8.45,17.0,4.28,3.8,-1.48,,3.0,1.0,,35.0,14.0,5.0,,,,,,5.0,1.0,,31.0,2.0,,27,2019,37.0,53.0
Gerson (MEI),Flamengo,10.74,17.0,4.26,10.8,2.05,,2.0,1.0,,54.0,6.0,4.0,2.0,,,,,1.0,,,38.0,,,27,2019,28.0,41.0
Kannemann (ZAG),Grêmio,11.98,9.0,4.24,0.0,0.0,,1.0,,3.0,12.0,,,,,,,,5.0,,,21.0,,,27,2019,22.0,11.0
Madson (LAT),Athlético-PR,6.18,19.0,4.2,0.9,-2.8,,4.0,,4.0,24.0,2.0,3.0,,,,,,2.0,,,17.0,1.0,,27,2019,24.0,42.0
Marcão (TEC),Fluminense,6.86,6.0,4.18,1.63,-0.27,,,,,,,,,,,,,,,,,,,27,2019,,
Rodrigo Caio (ZAG),Flamengo,9.73,19.0,4.07,7.3,1.03,,1.0,,9.0,9.0,13.0,3.0,,,,,,3.0,,,20.0,1.0,,27,2019,19.0,21.0
Ricardinho (MEI),Ceará,7.77,23.0,4.05,3.5,-0.58,,1.0,5.0,,7.0,20.0,16.0,,,,,,1.0,,,23.0,,,27,2019,36.0,64.0
Fábio Carille (TEC),Corinthians,11.44,25.0,4.03,1.65,-0.07,,,,,,,,,,,,,,,,,,,27,2019,,
Mateus Vital (MEI),Corinthians,7.69,19.0,4.03,3.7,0.3,,1.0,2.0,,47.0,16.0,8.0,,,,,,1.0,,,9.0,,,27,2019,17.0,21.0
Bruno Guimarães (MEI),Athlético-PR,12.31,18.0,3.94,3.5,-0.2,,2.0,1.0,,54.0,11.0,8.0,1.0,,,,,2.0,,,32.0,,,27,2019,28.0,68.0
Zeca (LAT),Internacional,7.36,18.0,3.92,1.4,-0.43,,,,7.0,6.0,1.0,1.0,,,,,,4.0,,,12.0,,,27,2019,37.0,36.0
Vitinho (ATA),Flamengo,8.81,16.0,3.91,1.8,0.21,,3.0,3.0,,15.0,15.0,9.0,,,,,,1.0,,,22.0,2.0,,27,2019,11.0,31.0
Leandro Castan (ZAG),Vasco,10.18,14.0,3.91,4.5,0.64,,2.0,1.0,5.0,13.0,3.0,2.0,,,,,,7.0,,,14.0,2.0,,27,2019,17.0,20.0
Antony (ATA),São Paulo,10.71,19.0,3.9,-1.6,-0.89,,1.0,3.0,,49.0,13.0,15.0,2.0,,,,1.0,2.0,,,18.0,,,27,2019,19.0,61.0
Bruno Cortez (LAT),Grêmio,6.16,12.0,3.88,0.0,0.0,,1.0,2.0,3.0,13.0,,,,,,,,,,,10.0,4.0,,27,2019,14.0,23.0
Éverson (GOL),Santos,8.63,21.0,3.8,2.5,-0.17,,,,9.0,8.0,,,,25.0,1.0,,,1.0,,20.0,1.0,,,27,2019,,29.0
Mano Menezes (TEC),Palmeiras,10.04,23.0,3.76,3.13,-0.33,,,,,,,,,,,,,,,,,,,27,2019,,
Deyverson (ATA),Palmeiras,11.05,13.0,3.76,10.3,1.76,,2.0,2.0,,37.0,14.0,7.0,,,,,,2.0,,,14.0,19.0,,27,2019,8.0,23.0
Everton Ribeiro (MEI),Flamengo,12.0,22.0,3.75,1.4,0.48,,1.0,5.0,,41.0,12.0,9.0,,,,,,3.0,,,22.0,1.0,,27,2019,31.0,68.0
Juninho (ZAG),Bahia,5.83,17.0,3.75,-0.7,-1.04,,,,10.0,11.0,3.0,4.0,,,,,,1.0,,,12.0,1.0,,27,2019,13.0,33.0
Heitor (LAT),Internacional,2.73,10.0,3.7,4.7,-0.07,,,1.0,3.0,17.0,3.0,4.0,,,,,,1.0,,,10.0,,,27,2019,12.0,32.0
Fábio Sanches (ZAG),Goiás,4.05,14.0,3.69,0.9,0.31,,1.0,,5.0,14.0,3.0,2.0,,,,,,2.0,,,7.0,,,27,2019,13.0,17.0
Igor Vinícius (LAT),São Paulo,8.7,15.0,3.67,0.0,0.0,,,2.0,6.0,8.0,3.0,2.0,,,,,2.0,3.0,,,26.0,,,27,2019,28.0,23.0
Yago Felipe (MEI),Goiás,5.97,21.0,3.65,5.2,-0.51,,1.0,2.0,,35.0,4.0,2.0,2.0,,,,,5.0,,,26.0,1.0,,27,2019,40.0,29.0
Ney Franco (TEC),Goiás,9.44,25.0,3.64,2.82,0.0,,,,,,,,,,,,,,,,,,,27,2019,,
Adilson Batista (TEC),Ceará,10.37,5.0,3.63,4.07,0.49,,,,,,,,,,,,,,,,,,,27,2019,,
Giovanni (LAT),Bahia,5.86,9.0,3.63,2.1,-0.63,,,,5.0,2.0,1.0,,,,,,,1.0,,,7.0,,,27,2019,11.0,17.0
Marco Ruben (ATA),Athlético-PR,13.25,14.0,3.62,1.3,0.23,,2.0,3.0,,8.0,7.0,7.0,3.0,,,,,1.0,,,22.0,5.0,,27,2019,8.0,13.0
Tiago Nunes (TEC),Athlético-PR,10.31,26.0,3.61,2.88,-0.11,,,,,,,,,,,,,,,,,,,27,2019,,
Paolo Guerrero (ATA),Internacional,11.98,13.0,3.54,4.2,0.53,,3.0,,,17.0,20.0,10.0,1.0,,,,1.0,1.0,,,19.0,9.0,,27,2019,7.0,23.0
Marllon (ZAG),Corinthians,4.68,3.0,3.53,0.5,-0.83,,,,1.0,8.0,2.0,,,,,,,1.0,,,2.0,,,27,2019,3.0,5.0
Marcinho (LAT),Botafogo,7.07,19.0,3.52,2.7,-0.3,,1.0,3.0,5.0,13.0,11.0,6.0,1.0,,,,,2.0,,,27.0,1.0,,27,2019,17.0,47.0
Gabriel (ZAG),Botafogo,9.69,25.0,3.51,6.0,1.06,,1.0,1.0,7.0,21.0,4.0,1.0,,,,,,3.0,,,12.0,1.0,,27,2019,32.0,35.0
Paulão (ZAG),Fortaleza,4.92,4.0,3.5,0.2,-0.57,,,,1.0,2.0,,1.0,,,,,,,,,2.0,,,27,2019,6.0,4.0
Marinho (ATA),Santos,7.39,19.0,3.5,2.8,0.22,,3.0,1.0,,45.0,14.0,11.0,1.0,,,,1.0,6.0,,,29.0,4.0,,27,2019,20.0,30.0
Richard Franco (MEI),Avaí,5.86,17.0,3.5,2.7,-0.19,,1.0,,,22.0,17.0,6.0,,,,,,2.0,,,33.0,1.0,,27,2019,36.0,44.0
Diogo Silva (GOL),Ceará,10.19,26.0,3.48,1.0,0.24,,,,6.0,10.0,,,,39.0,,,,2.0,,27.0,,,,27,2019,,11.0
Abel Braga (TEC),Cruzeiro,9.68,12.0,3.47,2.95,-0.19,,,,,,,,,,,,,,,,,,,27,2019,,
Nenê (MEI),Fluminense,7.0,16.0,3.46,4.1,0.32,,3.0,2.0,,28.0,15.0,3.0,,,,,1.0,,,,16.0,2.0,,27,2019,15.0,56.0
Henrique Almeida (ATA),Chapecoense,5.22,7.0,3.45,8.7,1.57,,1.0,,,6.0,8.0,3.0,,,,,,1.0,,,7.0,,,27,2019,7.0,6.0
Bruno Alves (ZAG),São Paulo,8.08,23.0,3.44,4.0,0.63,,,1.0,10.0,15.0,6.0,1.0,,,,,,4.0,,,35.0,,,27,2019,29.0,24.0
Willian (ATA),Palmeiras,8.65,13.0,3.38,6.1,0.46,,4.0,1.0,,13.0,2.0,7.0,1.0,,,,1.0,1.0,,,9.0,2.0,,27,2019,4.0,20.0
Gustavo Henrique (ZAG),Santos,6.72,23.0,3.36,0.2,-0.81,,3.0,,11.0,14.0,7.0,3.0,,,,,1.0,7.0,,,26.0,,,27,2019,16.0,34.0
Bruno Pacheco (LAT),Chapecoense,12.41,24.0,3.32,0.5,0.22,,,2.0,4.0,53.0,3.0,,,,,,1.0,3.0,,,40.0,,,27,2019,46.0,58.0
Leandro Barcia (ATA),Goiás,9.81,23.0,3.3,0.0,0.0,,5.0,1.0,,26.0,16.0,9.0,1.0,,,,,6.0,,,37.0,3.0,,27,2019,22.0,31.0
Weverton (GOL),Palmeiras,12.09,18.0,3.29,-2.0,-1.61,,,,6.0,3.0,,,,21.0,,,,,,17.0,,,,27,2019,,5.0
Rogério Ceni (TEC),Fortaleza,8.47,25.0,3.29,3.95,0.32,,,,,,,,,,,,,,,,,,,27,2019,,
Felipe Alves (GOL),Fortaleza,8.85,21.0,3.27,4.0,0.49,,,,3.0,1.0,,,,38.0,1.0,,,3.0,,27.0,1.0,,,27,2019,,24.0
Samuel Xavier (LAT),Ceará,11.7,23.0,3.24,0.0,0.0,,,2.0,6.0,44.0,12.0,4.0,1.0,,,,,9.0,,,29.0,3.0,,27,2019,31.0,58.0
Cássio (GOL),Corinthians,6.97,21.0,3.23,0.0,0.0,,,,9.0,5.0,,,,23.0,,,,6.0,,17.0,,,,27,2019,,9.0
Fábio (GOL),Cruzeiro,10.12,24.0,3.23,1.5,-0.54,,,,8.0,5.0,,,,28.0,2.0,,,2.0,,28.0,,,,27,2019,,10.0
Edenílson (MEI),Internacional,8.67,20.0,3.22,1.4,-0.47,,5.0,1.0,,17.0,3.0,4.0,,,,,,4.0,,,17.0,,,27,2019,22.0,42.0
Fernando Diniz (TEC),São Paulo,7.34,21.0,3.22,4.44,0.67,,,,,,,,,,,,,,,,,,,27,2019,,
Rithely (MEI),Internacional,5.28,8.0,3.18,0.0,0.0,,,1.0,,6.0,2.0,1.0,,,,,,,,,14.0,,,27,2019,17.0,13.0
Lucas Fonseca (ZAG),Bahia,6.73,27.0,3.18,0.5,-0.68,,,1.0,14.0,10.0,3.0,2.0,,,,,,2.0,,,6.0,,,27,2019,14.0,43.0
Alberto Valentim (TEC),Botafogo,6.99,17.0,3.18,2.95,0.03,,,,,,,,,,,,,,,,,,,27,2019,,
Henrique (MEI),Cruzeiro,7.59,22.0,3.17,0.0,-0.97,,,,,39.0,11.0,3.0,,,,,,3.0,,,33.0,1.0,,27,2019,46.0,28.0
Vanderlei Luxemburgo (TEC),Vasco,8.77,22.0,3.16,5.23,0.26,,,,,,,,,,,,,,,,,,,27,2019,,
Gilberto (LAT),Fluminense,6.6,19.0,3.15,0.2,-0.35,,,2.0,5.0,17.0,8.0,5.0,,,,,,1.0,,,24.0,1.0,,27,2019,23.0,54.0
Marrony (ATA),Vasco,13.02,23.0,3.15,12.0,1.02,,2.0,2.0,,37.0,17.0,10.0,,,,,1.0,3.0,,,36.0,5.0,,27,2019,29.0,32.0
João Paulo (MEI),Botafogo,9.06,25.0,3.13,4.5,0.6,,3.0,1.0,,38.0,8.0,7.0,,,,,,4.0,,,21.0,,,27,2019,38.0,76.0
Bruno Gomes (MEI),Vasco,1.22,3.0,3.07,-1.8,-1.81,,1.0,,,6.0,1.0,,,,,,,1.0,,,6.0,,,27,2019,2.0,2.0
Luiz Otávio (ZAG),Ceará,11.7,17.0,3.05,18.0,3.19,,2.0,1.0,4.0,9.0,3.0,1.0,,,,,,5.0,,,23.0,,,27,2019,20.0,19.0
Apodi (LAT),CSA,5.91,24.0,3.02,2.2,0.28,,3.0,1.0,7.0,33.0,9.0,9.0,,,,,,3.0,,,38.0,6.0,,27,2019,10.0,43.0
Fabrício Bruno (ZAG),Cruzeiro,4.75,13.0,3.02,-0.6,-1.2,,,,6.0,9.0,1.0,,,,,,,2.0,,,3.0,,,27,2019,10.0,18.0
Nico López (ATA),Internacional,13.17,19.0,3.02,-1.0,-1.08,,1.0,3.0,,13.0,20.0,13.0,2.0,,,,,5.0,,,25.0,12.0,,27,2019,21.0,42.0
Carlinhos (LAT),Fortaleza,6.2,21.0,3.01,0.5,0.25,,1.0,2.0,3.0,16.0,7.0,4.0,,,,,1.0,5.0,,,42.0,1.0,,27,2019,41.0,44.0
Artur (ATA),Bahia,10.47,23.0,3.01,6.7,0.67,,5.0,2.0,,35.0,19.0,11.0,,,,,,6.0,1.0,,19.0,5.0,,27,2019,15.0,72.0
Argel Fucks (TEC),CSA,6.45,18.0,2.99,0.69,-0.46,,,,,,,,,,,,,,,,,,,27,2019,,
Cícero (MEI),Botafogo,11.33,24.0,2.97,-0.8,-0.38,,3.0,1.0,,49.0,9.0,7.0,,,,,,7.0,,,21.0,4.0,,27,2019,26.0,35.0
Juninho (MEI),Fortaleza,7.01,23.0,2.96,2.1,0.41,,2.0,3.0,,18.0,17.0,10.0,,,,1.0,,4.0,,,39.0,,,27,2019,34.0,53.0
Romarinho (ATA),Fortaleza,6.16,21.0,2.92,6.8,0.71,,1.0,3.0,,46.0,7.0,9.0,,,,,,1.0,,,13.0,2.0,,27,2019,14.0,42.0
Bruno Henrique (MEI),Palmeiras,9.95,20.0,2.91,-2.8,-1.73,,4.0,1.0,,20.0,13.0,5.0,,,,,,2.0,,,39.0,,,27,2019,21.0,44.0
Nino (ZAG),Fluminense,4.0,24.0,2.88,-0.3,-0.32,,1.0,1.0,5.0,14.0,5.0,2.0,,,,,,6.0,,,23.0,,,27,2019,32.0,22.0
Ribamar (ATA),Vasco,3.01,10.0,2.88,1.3,-1.09,,2.0,,,6.0,11.0,6.0,1.0,,,,,,,,14.0,7.0,,27,2019,2.0,6.0
Soteldo (MEI),Santos,6.56,23.0,2.88,-1.5,-0.24,,4.0,2.0,,34.0,15.0,12.0,1.0,,,,,10.0,,,17.0,10.0,,27,2019,18.0,52.0
Maicon (MEI),Grêmio,7.72,9.0,2.87,0.0,0.0,,2.0,2.0,,5.0,2.0,1.0,,,,,,4.0,,,11.0,,,27,2019,11.0,28.0
Nathan (MEI),Atlético-MG,5.49,16.0,2.86,1.5,0.19,,4.0,,,5.0,5.0,4.0,,,,,,2.0,,,23.0,,,27,2019,16.0,20.0
Arboleda (ZAG),São Paulo,8.62,18.0,2.84,13.0,2.25,,1.0,1.0,6.0,15.0,5.0,4.0,,,,,,5.0,,,22.0,1.0,,27,2019,15.0,31.0
Henrique (LAT),Vasco,4.97,13.0,2.84,6.5,1.08,,,,5.0,24.0,2.0,1.0,,,,,,5.0,,,19.0,,,27,2019,14.0,15.0
Bruno Fuchs (ZAG),Internacional,2.45,7.0,2.81,1.2,-0.32,,,,3.0,7.0,1.0,1.0,,,,,,2.0,,,5.0,,,27,2019,8.0,21.0
Roberto (LAT),Chapecoense,4.04,6.0,2.77,3.5,0.32,,,1.0,,12.0,5.0,2.0,,,,,,,,,6.0,1.0,,27,2019,4.0,11.0
Márcio Araújo (MEI),Chapecoense,8.29,24.0,2.75,-1.3,-0.81,,,,,34.0,6.0,3.0,,,,,1.0,3.0,,,26.0,,,27,2019,49.0,31.0
Oswaldo Henríquez (ZAG),Vasco,4.85,18.0,2.72,6.2,1.11,,,,7.0,4.0,1.0,2.0,1.0,,,,,4.0,,,10.0,,,27,2019,17.0,22.0
Di Santo (ATA),Atlético-MG,6.57,9.0,2.66,0.3,-0.51,,2.0,,,4.0,3.0,5.0,,,,,,1.0,,,11.0,2.0,,27,2019,6.0,10.0
Felipe (MEI),Fortaleza,6.68,21.0,2.66,2.9,-0.32,,,1.0,,19.0,4.0,2.0,,,,,,8.0,,,42.0,,,27,2019,63.0,73.0
Camilo (MEI),Chapecoense,7.15,19.0,2.61,5.5,1.08,,1.0,4.0,,17.0,14.0,9.0,1.0,,,,,2.0,,,27.0,5.0,,27,2019,15.0,48.0
Arthur Caíke (ATA),Bahia,9.3,21.0,2.61,0.7,-1.1,,4.0,1.0,,10.0,16.0,7.0,1.0,,,,1.0,,,,14.0,3.0,,27,2019,6.0,23.0
Vitor Bueno (MEI),São Paulo,5.38,17.0,2.53,-0.7,-0.37,,1.0,,,16.0,8.0,2.0,2.0,,,,,,,,9.0,,,27,2019,16.0,24.0
Diego Souza (ATA),Botafogo,6.18,24.0,2.52,2.2,0.2,,5.0,1.0,,41.0,10.0,10.0,1.0,,,,,3.0,,,27.0,9.0,,27,2019,6.0,44.0
Felipe Melo (MEI),Palmeiras,6.85,15.0,2.5,3.2,-0.73,,2.0,1.0,,22.0,14.0,4.0,,,,,1.0,6.0,,,31.0,1.0,,27,2019,22.0,35.0
Janderson (ATA),Corinthians,2.01,8.0,2.49,3.1,-0.85,,1.0,,,11.0,6.0,2.0,,,,,,,,,7.0,,,27,2019,3.0,6.0
Caio Henrique (MEI),Fluminense,5.89,24.0,2.49,0.5,-0.96,,1.0,1.0,,21.0,4.0,3.0,,,,,,1.0,,,29.0,6.0,,27,2019,43.0,52.0
Fabinho (MEI),Ceará,6.58,25.0,2.45,0.0,0.0,,1.0,,,25.0,3.0,2.0,1.0,,,,,6.0,,,40.0,3.0,,27,2019,51.0,33.0
Eduardo (LAT),Chapecoense,7.95,16.0,2.44,1.0,-0.48,,,1.0,4.0,22.0,,,,,,,,2.0,,,18.0,,,27,2019,20.0,46.0
Rodinei (LAT),Flamengo,5.01,10.0,2.42,13.0,2.34,,,1.0,3.0,8.0,1.0,1.0,,,,,,3.0,,,11.0,2.0,,27,2019,9.0,9.0
Lourenço (ATA),Avaí,4.63,21.0,2.42,0.3,0.14,,,3.0,,30.0,11.0,11.0,1.0,,,,,2.0,,,19.0,4.0,,27,2019,17.0,48.0
Flávio (MEI),Bahia,4.35,19.0,2.41,6.2,0.65,,,,,16.0,6.0,1.0,,,,,,2.0,,,31.0,1.0,,27,2019,39.0,22.0
Vitor Hugo (ZAG),Palmeiras,6.53,11.0,2.4,1.0,-0.66,,,,3.0,5.0,4.0,4.0,,,,,,,,,8.0,4.0,,27,2019,6.0,7.0
Edinho (MEI),Fortaleza,8.17,21.0,2.4,4.7,0.64,,2.0,,,35.0,16.0,7.0,,,,,,1.0,,,12.0,2.0,,27,2019,8.0,25.0
Yago Pikachu (MEI),Vasco,9.36,25.0,2.36,4.0,0.49,,3.0,1.0,,42.0,16.0,4.0,1.0,,,,,5.0,2.0,,16.0,1.0,,27,2019,22.0,61.0
Orejuela (LAT),Cruzeiro,5.19,13.0,2.34,1.5,0.16,,,,3.0,13.0,2.0,2.0,,,,,,2.0,,,28.0,1.0,,27,2019,21.0,27.0
Osvaldo (ATA),Fortaleza,7.13,23.0,2.31,11.7,2.1,,3.0,3.0,,11.0,12.0,4.0,2.0,,,,1.0,2.0,,,21.0,,,27,2019,11.0,30.0
Evando Camillato (TEC),Avaí,6.69,3.0,2.31,1.66,-0.19,,,,,,,,,,,,,,,,,,,27,2019,,
João Lucas (LAT),Ceará,9.48,23.0,2.31,1.8,0.12,,1.0,,4.0,8.0,4.0,6.0,,,,1.0,,1.0,,,10.0,4.0,,27,2019,26.0,48.0
Igor Rabello (ZAG),Atlético-MG,9.47,23.0,2.3,6.0,1.59,,,,4.0,15.0,6.0,1.0,,,,,1.0,1.0,,,23.0,1.0,,27,2019,31.0,27.0
Hudson (MEI),São Paulo,9.05,14.0,2.28,0.0,0.0,,1.0,1.0,,10.0,1.0,4.0,,,,,,3.0,,,25.0,1.0,,27,2019,22.0,18.0
Gustavo (ATA),Corinthians,4.68,14.0,2.28,5.1,-0.98,,2.0,1.0,,13.0,9.0,4.0,,,,,,1.0,,,19.0,2.0,,27,2019,4.0,4.0
Tiago Alves (ZAG),Ceará,5.9,18.0,2.27,0.7,0.19,,1.0,1.0,4.0,2.0,2.0,1.0,1.0,,,,,1.0,,,14.0,2.0,,27,2019,13.0,28.0
Bergson (ATA),Ceará,5.23,15.0,2.27,5.1,0.73,,1.0,,,20.0,11.0,13.0,,,,,,2.0,,,14.0,7.0,,27,2019,7.0,14.0
Fábio Santos (LAT),Atlético-MG,9.9,20.0,2.27,5.4,0.2,,2.0,1.0,4.0,14.0,2.0,2.0,1.0,,,,,4.0,,,20.0,2.0,,27,2019,14.0,38.0
Fred (ATA),Cruzeiro,7.13,22.0,2.26,8.1,2.19,,5.0,3.0,,33.0,10.0,12.0,1.0,,,,,8.0,,,35.0,12.0,,27,2019,4.0,46.0
Adriano (LAT),Athlético-PR,9.87,6.0,2.25,5.4,0.8,,,1.0,2.0,1.0,1.0,,,,,,,3.0,,,5.0,,,27,2019,6.0,11.0
Betão (ZAG),Avaí,4.03,24.0,2.23,-0.4,-0.38,,,,6.0,23.0,3.0,1.0,,,,,1.0,5.0,,,15.0,,,27,2019,30.0,47.0
Bruno Silva (MEI),Internacional,6.62,10.0,2.23,-1.5,-0.98,,,,,14.0,2.0,3.0,,,,,,4.0,,,22.0,1.0,,27,2019,24.0,21.0
Ricardo (ZAG),Avaí,4.63,17.0,2.19,2.7,0.07,,,,7.0,3.0,2.0,2.0,,,,,,3.0,,,15.0,3.0,,27,2019,16.0,41.0
Zé Rafael (MEI),Palmeiras,8.89,15.0,2.13,3.4,0.79,,,1.0,,34.0,8.0,6.0,,,,,,3.0,,,32.0,2.0,,27,2019,17.0,20.0
Alan Costa (ZAG),CSA,4.64,16.0,2.09,1.8,0.41,,,,5.0,3.0,5.0,1.0,,,,,,3.0,,,15.0,1.0,,27,2019,15.0,23.0
Gregore (MEI),Bahia,9.64,24.0,2.08,1.0,-0.59,,,,,20.0,9.0,2.0,,,,,1.0,5.0,,,82.0,,,27,2019,72.0,72.0
Naldo (MEI),CSA,3.77,24.0,2.07,-0.3,-1.18,,,3.0,,15.0,7.0,5.0,,,,,,5.0,,,40.0,2.0,,27,2019,37.0,30.0
Marcelo Benevenuto (ZAG),Botafogo,4.68,12.0,2.0,2.7,-1.14,,2.0,1.0,2.0,12.0,1.0,,1.0,,,2.0,,3.0,,,7.0,,,27,2019,6.0,21.0
Cleiton (GOL),Atlético-MG,3.75,14.0,2.0,8.1,2.03,,,,3.0,5.0,,,,13.0,1.0,,,1.0,,15.0,,,,27,2019,,12.0
Diego Tardelli (ATA),Grêmio,7.86,20.0,2.0,-0.6,0.13,,3.0,1.0,,15.0,5.0,12.0,,,,,,1.0,1.0,,16.0,5.0,,27,2019,9.0,40.0
Sarrafiore (MEI),Internacional,4.19,16.0,2.0,3.2,-0.56,,3.0,,,9.0,7.0,3.0,,,,,,3.0,,,14.0,,,27,2019,9.0,20.0
Yago Rocha (LAT),Goiás,1.9,11.0,1.96,1.2,0.04,,,,4.0,10.0,1.0,,,,,,1.0,1.0,,,12.0,1.0,,27,2019,10.0,19.0
Tchê Tchê (MEI),São Paulo,5.54,25.0,1.95,4.4,0.76,,1.0,,,31.0,13.0,9.0,,,,,,5.0,,,31.0,1.0,,27,2019,31.0,54.0
Marquinhos Santos (TEC),Chapecoense,7.61,7.0,1.93,2.49,0.38,,,,,,,,,,,,,,,,,,,27,2019,,
Matheus Barbosa (MEI),Avaí,3.7,16.0,1.9,-0.4,-0.44,,,1.0,,11.0,6.0,4.0,,,,,,1.0,,,15.0,1.0,,27,2019,21.0,37.0
Richard (MEI),Vasco,4.14,18.0,1.89,-0.3,-0.37,,,,,21.0,5.0,3.0,,,,,,4.0,,,27.0,,,27,2019,30.0,25.0
Jean Mota (MEI),Santos,7.62,20.0,1.88,1.2,0.25,,1.0,1.0,,23.0,7.0,9.0,1.0,,,,,1.0,,,17.0,,,27,2019,10.0,36.0
Frazan (ZAG),Fluminense,1.78,11.0,1.88,-2.2,-1.87,,1.0,,5.0,2.0,,1.0,,,,,2.0,2.0,,,11.0,,,27,2019,5.0,8.0
Sornoza (MEI),Corinthians,4.51,16.0,1.88,0.0,0.52,,,1.0,,16.0,11.0,6.0,1.0,,,,,4.0,,,19.0,1.0,,27,2019,14.0,17.0
Wellington Nem (ATA),Fluminense,5.39,11.0,1.85,4.4,0.1,,,,,30.0,8.0,4.0,,,,,,2.0,,,12.0,,,27,2019,4.0,6.0
Ganso (MEI),Fluminense,7.41,20.0,1.8,0.4,-0.39,,2.0,,,27.0,12.0,8.0,,,,,,7.0,,,24.0,,,27,2019,22.0,66.0
Luciano Castán (ZAG),CSA,4.56,24.0,1.8,-5.0,-0.76,,,,9.0,7.0,1.0,,,,,1.0,,7.0,,,21.0,,,27,2019,23.0,37.0
Léo Moura (LAT),Grêmio,4.49,12.0,1.73,0.0,0.0,,,1.0,3.0,9.0,1.0,,,,,,,1.0,,,5.0,,,27,2019,7.0,35.0
José Welison (MEI),Atlético-MG,3.88,10.0,1.72,-0.5,-0.09,,,,,5.0,5.0,,,,,,,2.0,,,10.0,,,27,2019,16.0,14.0
Leonardo Silva (ZAG),Atlético-MG,6.18,12.0,1.65,13.9,2.5,,1.0,,1.0,10.0,1.0,2.0,1.0,,,,,5.0,,,11.0,,,27,2019,10.0,13.0
Rossi (ATA),Vasco,4.2,20.0,1.64,0.6,-1.21,,,2.0,,28.0,13.0,12.0,1.0,,,,,5.0,1.0,,22.0,3.0,,27,2019,15.0,50.0
Daniel (MEI),Fluminense,4.24,20.0,1.61,-0.1,0.07,,1.0,1.0,,27.0,3.0,7.0,,,,,,2.0,,,12.0,,,27,2019,14.0,54.0
Paulinho (LAT),Avaí,2.43,6.0,1.6,3.5,0.22,,,,,11.0,2.0,,,,,,,,,,7.0,,,27,2019,6.0,10.0
Gum (ZAG),Chapecoense,5.21,20.0,1.56,0.0,0.0,,1.0,,4.0,14.0,7.0,7.0,,,,1.0,2.0,1.0,,,11.0,2.0,,27,2019,13.0,45.0
Léo Pereira (ZAG),Athlético-PR,7.72,21.0,1.55,0.9,0.24,,1.0,,5.0,11.0,5.0,3.0,,,,,,5.0,,,26.0,2.0,,27,2019,17.0,49.0
Liziero (MEI),São Paulo,4.47,13.0,1.52,3.5,0.67,,,,,9.0,5.0,2.0,,,,,,2.0,,,11.0,,,27,2019,17.0,24.0
Bruno Nazário (MEI),Athlético-PR,2.58,9.0,1.51,1.5,0.18,,,,,12.0,3.0,5.0,1.0,,,,,1.0,,,6.0,,,27,2019,3.0,11.0
Leonardo Valencia (MEI),Botafogo,4.1,13.0,1.46,2.9,0.37,,1.0,1.0,,5.0,8.0,3.0,,,,,,2.0,,,4.0,1.0,,27,2019,4.0,20.0
Luiz Fernando (MEI),Botafogo,4.26,24.0,1.39,1.7,-0.31,,1.0,,,33.0,14.0,4.0,1.0,,,,,3.0,,,24.0,4.0,,27,2019,13.0,32.0
Quintero (ZAG),Fortaleza,3.14,26.0,1.39,-0.3,-0.14,,1.0,,5.0,8.0,2.0,1.0,,,,,,3.0,,,17.0,,,27,2019,15.0,39.0
Thuler (ZAG),Flamengo,2.95,10.0,1.34,0.0,0.0,,,,3.0,4.0,,,,,,,,2.0,,,7.0,,,27,2019,4.0,7.0
